english_version,mismatch_type,verse_reference,description
Brenton,dhao_has_content_eng_missing,1CO 6:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 6:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:22,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:23,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:24,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:25,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:26,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:27,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:28,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:29,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:30,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:31,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:32,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:33,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:35,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:36,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:37,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:38,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:39,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:40,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 7:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 8:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:22,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:23,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:24,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:25,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:26,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:27,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1CO 9:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 1:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:22,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:23,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:24,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:25,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:26,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:27,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:28,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:29,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 2:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:22,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:23,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:24,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 3:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:8,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 4:9,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:1,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:10,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:11,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:12,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:13,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:14,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:15,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:16,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:17,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:18,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:19,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:2,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:20,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:21,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:3,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:4,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:5,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:6,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:7,"Dhao has content, English is empty"
Brenton,dhao_has_content_eng_missing,1JN 5:8,"Dhao has content, English is empty"
