word,freq_count,target_text,source_text
kotanya,6,"Lodꞌo èèna, Efron madhèdi ètu era èèna kahèi, dènge dhèu-dhèu Het sèra. Ka na tadèngi kahèi lii padhai lii Abraham deo na. Hèia na kèdꞌi titu, ka na bꞌala Abraham ètu madha dhèu heka aaꞌi-aaꞌi ra ètu sèra, aku nèngu na,","Pada waktu itu, Efron sedang duduk di tengah-tengah keturunan Het itu. Lalu, Efron, orang Het itu menjawab Abraham dan didengar oleh para keturunan Het itu, yaitu semua orang yang datang ke pintu gerbang kotanya, katanya"
basmat,6,"Ropa umur Esau dꞌai èpa nguru tèu, na leo dènge bhèni dhèu dua nèti suku Het. Bhèni èci, ana nèti Beeri, ngara na Yudit. Èci hari, ana Elon, ngara na Basmat.","Ketika Esau berumur 40 tahun, dia menikah dengan Yudit anak Beeri, orang Het, dan Basmat anak Elon, orang Het,"
zibeon,6,"Esau leo dènge ana bhèni Kanaꞌan dhèu dua. Èci dhèu Het, ana bhèni nèti Elon, ngara na Ada. Dhèu èmu na èci hari, dhèu Hewi, ngara na Oholibama. Ama na, ngara na Anah, aa baki na Sibeon.","Esau mengambil istri dari anak-anak perempuan Kanaan, yaitu Ada, anak Elon, orang Het; Oholibama, anak Ana, anak perempuan Zibeon, orang Hewi;"
timna,6,"Ada, dhèu èmu Esau, nara iisi ana mone ca dhèu, ngara na Elifas. Elifas ne, ana mone na, dhèu lèmi, nuka: Teman, Omar, Sefo, Gatam dènge Kenas. Dhèu èmu piara Elifas, ngara na Timna. Nara iisi ana mone ca dhèu, ngara na Amalek. Dhèu èmu Esau, Basmat, nara iisi ana mone ca dhèu, ngara na Rehuel. Rehuel abhu ana mone dhèu èpa, nuka: Nahat, Sera, Syama, dènge Misa.","Inilah nama-nama keturunan Esau: Elifas, anak Ada, istri Esau; Rehuel, anak Basmat, istri Esau. Keturunan Elifas adalah Teman, Omar, Zefo, Gaetam, dan Kenas. Timna adalah gundik Elifas, anak Esau, dan dia melahirkan Amalek bagi Elifas. Itulah keturunan Ada, istri Esau. Inilah keturunan Rehuel: Nahat, Zerah, Syama, dan Miza. Itulah keturunan Basmat, istri Esau."
syela,6,"Aa ana ka tèlu, ngara na Sela. Lodꞌo ina na nara iisi Sela na, Yahuda si pidha le asa rae Kesib.","Kemudian, dia melahirkan lagi seorang anak laki-laki dan menamainya Syela. Ketika perempuan itu melahirkan anaknya, Yehuda sedang berada di Kezib."
penerang,5,"Hèia Ama Lamatua lii hari, aku Nèngu na, “Re bèka dedha, hudꞌi abhu ku mèdha dhu saraa, ho pasaraa rai-haha ne. Hudꞌi abhu mèdha dhu pasaraa re mèu, aa abhu kahèi dhu pasaraa re mèda. Rèngu aaꞌi-aaꞌi se, jꞌajꞌi tadha, ho sèna ka bisa ige lodꞌo, hèru, dènge tèu.” Ropa padhai lii nare sèmi neꞌe, mèdha dhu heo aaꞌi-aaꞌi ra jꞌajꞌi dènge ka.","Kemudian, Allah berfirman, “Biarlah ada penerang di cakrawala langit untuk memisahkan siang dari malam, dan biarlah itu ada untuk tanda-tanda dan untuk musim-musim, dan untuk hari-hari serta tahun-tahun, dan biarlah itu menjadi penerang di cakrawala langit, untuk memberikan terang atas bumi.” Demikianlah itu terjadi."
asyur,5,"Kacanga ka tèlu, ngara na Tigris. Kacanga neꞌe ka, jꞌajꞌi mi too rai Asyur re ca bèka dhimu. Kacanga ka èpa, ngara na Efrat.",Nama sungai yang ketiga adalah Tigris yang mengalir di sebelah timur Asyur. Sungai yang keempat adalah Efrat.
kaulakukan,5,"Hèia Ama LAMATUA peka dènge bhèni na, aku Nèngu na, “Nga tao ka, èu adꞌu madha jꞌara èèna?” Ka bhèni ne dhaa, peka na, “Te mege ne ka dhu agꞌo jaꞌa! Nèti èèna ka, jaꞌa kuꞌa.”","Lalu, TUHAN Allah berkata kepada perempuan itu, “Apa yang telah kaulakukan?” Perempuan itu menjawab, “Ular itu menipuku, maka aku makan.”"
perkenanan,5,Te ngaa Noh di dhu pakarejꞌe dꞌara LAMATUA.,"Namun, Nuh mendapat perkenanan di mata TUHAN."
surut,5,"Masi ka sèmi èèna, Ama Lamatua bhèlu boe Noh si dènge badha-manu aaꞌi-aaꞌi dhu ètu dedha kapa. Hèia Na hia ngèlu gꞌoro, ka èi na kura ka noo-noo.","Lalu, Allah mengingat Nuh, dan segala binatang, dan segala ternak yang bersamanya dalam bahtera itu. Allah membuat angin berembus ke atas bumi sehingga air pun surut."
menantunya,5,"Ca tèka, Tera nèti ana na Abram, dènge Sarai dhèu èmu Abram, dènge èpu na Lot, lasi tèke eele rae Ur, neo lasi asa rai Kanaꞌan. Te ngaa lasi dꞌai rae Haran, rèngu pea ka ètu èèna.","Dari Ur-Kasdim, Terah membawa Abram, anaknya, Lot anak Haran, cucunya, dan Sarai, menantunya, istri Abram, ke tanah Kanaan. Ketika sampai di Haran, mereka menetap di sana."
hebron,5,"Hèia Abram si lèpa hari asa era pea ra, dhu dètu dènge ajꞌu-ajꞌu aae ètu Mamre, dhu padètu dènge Hebron. Èle èèna ka, na pudhi hadhu tao mei korban ho na mangajꞌi LAMATUA ètu èèna.","Setelah itu, Abram memindahkan tendanya dan tinggal di dekat pohon-pohon tarbantin Mamre, di Hebron. Di sana, dia membangun mazbah bagi TUHAN."
kedorlaomer,5,"Tèu èèna, dhèu aae èpa dhu paꞌèci. Rèngu se ka: Amrafel, dhèu aae rai Sinear. Ariok, dhèu aae rai Elasar, Kedarlaomer, dhèu aae rai Elam. Dènge Tideal, dhèu aae rai Goyim.","Pada masa Amrafel, raja Sinear; Ariokh, raja Elasar; Kedorlaomer, raja Elam; dan Tideal, raja Goyim;"
bela,5,"Lodꞌo èèna, dhèu aae leo dhèu lèmi, paꞌèci kahèi. Nuka: Bera, dhèu aae rai Sodom. Birsa, dhèu aae rai Gomora. Sinab, dhèu aae rai Adema. Semeber, dhèu aae rai Seboim. Dènge Bela, dhèu aae rai Soar. Ka èpa dhèu aae se, lasi pamusu dènge lèmi dhèu aae sèra.","mereka mengadakan perang terhadap Bera, raja Sodom; Birsya, raja Gomora; Syinab, raja Adma; Syemeber, raja Zeboim; dan, Zoar, raja Bela."
beranak,5,"Jaꞌa tadèngi le ngaa dhu èu manèngi kahèi, hia Ismael. Nèti èèna ka, Jaꞌa hia berkat mi nèngu kahèi, aa hia ana-èpu na tabha ae. Bèli-camèdꞌa ana-èpu Ismael ne, jꞌajꞌi mi canguru dua kapala suku. Aa ana-èpu na suku èci dhu kapai.","Mengenai Ismael, Aku telah mendengarkanmu. Lihatlah, Aku telah memberkatinya, membuatnya beranak cucu, dan akan melipatgandakannya menjadi sangat banyak. Darinya akan lahir dua belas raja dan Aku akan menjadikannya bangsa yang besar."
suamiku,5,"Ropa Sara tadèngi padhue-padhai rèngu se, ka na mari kèmu. Na pangee na, “Jaꞌa dhu heka roto-roto sèmi neꞌe ne, aa dhèu èmu jaꞌa dhu roe nia heka. Tasamia jiꞌi bisa tao sèmi ana ngèru dhu leo-èmu hiu, ho abhu ana?”","Jadi, Sara tertawa dalam hatinya dan berkata, “Setelah aku begini tua, apakah aku akan berahi, sementara suamiku juga sudah tua?”"
melayangkan,5,"Hèia na ladhe sa haha asa Sodom dènge Gomora, aa asa dꞌara mamoo èèna. Na ladhe laꞌa na, sèbꞌu poka-poka sèna, dhu caꞌe asa dedha-liru. Aa ai naꞌe aaꞌi le ngaa-ngaa.",Dia pun melayangkan pandangannya ke arah Sodom dan Gomora serta ke arah seluruh lembah itu. Dia melihat asap yang naik dari kedua kota itu seperti asap perapian.
kakakmu,5,"Èle èèna ka, dhèu aae Abimelek pangèdꞌu hari Sara laꞌe asa Abraham. Ka na peka dènge Sara, “Èèna na, jaꞌa hia ana mone mu doi iia ca riho, sèna ka jꞌajꞌi tadha jaꞌa tao boe sala ngaa-ngaa mi èu. Ho hudꞌi sène, dhèu aaꞌi-aaꞌi ra reꞌa!” Hèia dhèu aae peka dènge Abraham, aku nèngu na, “Kabarai jaꞌa ne, dhu bhoke tèke hia èu. Èu neo pea mi era mia èèna ka, jaꞌa hia èu.” Ka Abimelek hia Abraham sapi, kahibꞌi-kaꞌia, dènge kahibꞌi-kalèbho. Na hia kahèi ènu dhèu mone dènge dhèu bhèni.","Abimelekh mengambil domba, sapi, serta hamba laki-laki dan perempuan, lalu memberikannya kepada Abraham. Abimelekh juga mengembalikan Sara, istri Abraham, kepadanya. Kata Abimelekh, “Lihatlah, negeriku ada di hadapanmu. Tinggallah di mana pun kamu suka.” Abimelekh berkata kepada Sara, “Dengarlah, aku memberikan 1000 syikal perak kepada kakakmu sebagai bukti kesucianmu di hadapan semua orang yang bersama-sama denganmu. Di hadapan semua orang, namamu dibersihkan.”"
kuburkanlah,5,"“Sèmi neꞌe, ama! Nèbhu nare sange neꞌe, jiꞌi se tadhe le ama, dhu sama sèmi ca dhèu, dhèu heka dhu jiꞌi pakabꞌua. De sadꞌi ama dꞌèi rai mia dhu beꞌa, dhu pamèci dènge dadꞌèi ama. Jiꞌi se dhoka ngoꞌo di; dhèu èci sa dhu magee boe.”","“Dengarlah kami, ya Tuan, engkau adalah seorang pemimpin besar di tengah-tengah kami. Kuburkanlah jenazah istrimu itu di pekuburan terpilih di tempat kami. Tidak ada satu pun dari kami yang akan menolakmu dari pekuburannya supaya engkau dapat menguburkan orang matimu.”"
berbulu,5,"Dhu aꞌa, isi na mea, dènge ngiꞌu na pènu dènge rèu. Nèti èèna ka, ra pangare ne, Esau (dhu sasoa na ‘dènge rèu’).","Yang pertama lahir, warnanya merah, seluruh tubuhnya seperti jubah berbulu, dan mereka menamainya Esau."
buruan,5,"Isak dꞌèi naꞌa sisi badha hui. Nèti èèna ka, na sue risi Esau. Te ngaa Ribka sue risi Yakob.","Ishak menyayangi Esau karena dia suka makan hasil buruan Esau. Namun, Ribka menyayangi Yakub."
memberkatiku,5,"Ka Yakob dhaa, peka na, “Jaꞌa, Esau ana mone uuru ama ku! Jaꞌa sabꞌe le, madhutu sèmi dhu ama pua deo na. Kèdꞌi, ho muꞌa-minu ka. Lula jaꞌa pananasu kore le sisi badha hui dhu jaꞌa kèti nèti dꞌara jꞌami. Muꞌa, ho èle na, ama pala-bagi jaꞌa mèngi-nale.”","Yakub berkata kepada ayahnya, “Aku Esau, anak sulungmu. Aku telah melaksanakan apa yang Ayah katakan kepadaku. Sekarang, duduklah dan makanlah hasil buruanku ini supaya engkau dapat memberkatiku.”"
bungsumu,5,"Yakob dꞌèi risi Rahel. Ka na peka dènge Laban, “Ladhe toꞌo ku moꞌo, jaꞌa sabꞌa hia toꞌo ku pidhu tèu, sadꞌi toꞌo ku hia jaꞌa madhèdi dènge Rahel.”","Yakub mencintai Rahel dan dia berkata, “Aku akan bekerja padamu selama tujuh tahun demi Rahel, anak bungsumu.”"
dudaim,5,"Ca lodꞌo, lèke dènge hèru puu-gꞌètu are, Ruben laꞌe asa dꞌara jꞌami. Na rage ana aajꞌu ca kapua dhu jꞌajꞌi sèmi èi naꞌi ho hia dhèu bhèni abhu kolo. Ka Ruben nèti hia ina na Lea. Ropa Rahel nèdhi, ka na peka dènge Lea, aku nèngu na, “Aꞌa! Bagi ku jaꞌa ciki, èi naꞌi dhu Ruben nèti èèna.”","Pada musim panen gandum, Ruben berjalan-jalan dan menemukan buah-buah dudaim di padang, lalu dia membawanya kepada Lea, ibunya. Kemudian, Rahel berkata kepada Lea, “Aku mohon, berikanlah beberapa dudaim anakmu itu kepadaku.”"
ternakmu,5,"Ka Yakob peka, “Toꞌo! Èu mèdhi unu mu le, sasabꞌa-laꞌa jaꞌa. Nèti èèna ka, badha-manu toꞌo se, bèba-kacanga.","Yakub berkata kepadanya, “Engkau sendiri tahu bagaimana aku melayanimu dan bagaimana keadaan ternakmu bersamaku."
rehuel,5,"Ada, dhèu èmu uuru Esau, nara iisi Elifas. Basmat matana Rahuel.","Lalu, Ada melahirkan Elifas bagi Esau, Basmat melahirkan Rehuel,"
mimpinya,5,"Hèia ra jèke ne, aku rèngu na, “We! Èu ngee na, èu neo jꞌajꞌi dhèu kapai kèna, ho neo paredha jiꞌi, do?” Taga na lolo lii nii neꞌe, hèia asa ra nasa dènge ne.","Saudara-saudaranya berkata kepadanya, “Apa kamu sungguh-sungguh akan memerintah kami? Atau, apa kamu sungguh-sungguh akan menguasai kami?” Mereka pun semakin membencinya karena mimpinya dan karena perkataannya itu."
onan,5,"Ana ka dua, ngara na Onan.","Sesudah itu, perempuan itu mengandung lagi dan melahirkan anak laki-laki lagi, dan dia menamainya Onan."
berbiji,4,"Ka Ama Lamatua lii hari, peka na, “Rai hudꞌi pamamuri ku rupa-rupa ana aajꞌu. Sèna ka abhu ajꞌu dhu hua, dhu dènge lamusi, aa dhu dènge rèu mangèru. Sèna ka ajꞌu-ajꞌu se, hua-hela madhutu rupa rèngu.” Ropa padhai lii nare sèmi neꞌe, jꞌajꞌi dènge ka ana aajꞌu aaꞌi-aaꞌi ra.","Allah berfirman, “Biarlah bumi menumbuhkan rerumputan, tumbuh-tumbuhan berbiji, dan pohon buah yang berbuah menurut jenisnya dan berbiji di dalamnya, di atas bumi.” Lalu, jadilah demikian."
beranakcuculah,4,"Ka Na padhai lii ho sèna ka hia berkat mi rèngu, aku Nèngu na, “Miu hudꞌi bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. Jaꞌa hia miu koasa, sèna ka mi ator iꞌa, manu-bhui, dènge badha-manu aaꞌi-aaꞌi ra ètu rai-haha ne.","Allah memberkati mereka dan Allah berfirman kepada mereka, “Beranakcuculah dan berlipatgandalah, dan penuhilah bumi, dan kuasailah itu. Berkuasalah atas ikan-ikan di laut, atas burung-burung di udara, dan atas segala yang hidup yang bergerak di bumi.”"
hawila,4,"Kacanga ka èci na, ngara na Pison. Nèngu ka dhu hae pale-lème rai Hawila dhu abhu hualaa ae-ae.","Nama sungai yang pertama adalah Pison yang mengelilingi seluruh tanah Hawila, tempat yang ada emasnya."
kush,4,"Kacanga ka dua, ngara na Gihon. Kacanga ne, hae pale-lème rai Kus.",Nama sungai yang kedua adalah Gihon yang mengalir mengelilingi seluruh tanah Kush.
syeba,4,"Ana-èpu Kus, ka: Seba, Hawila, Sabta, Raema dènge Sabteka. Ana-èpu Raema, ka: Syeba dènge Dedan.","Keturunan Kush adalah Seba, Hawila, Sabta, Raema, dan Sabtekha. Keturunan Raema adalah Syeba dan Dedan."
sinear,4,"Era na, mulai uru nèti rae Babel, Erek Akad, toke Kalne. Rae se aaꞌi-aaꞌi ra, ètu rai Sinear.","Pada awalnya, wilayah kerajaannya adalah Babel, Erekh, Akad, dan Kalne di tanah Sinear."
kenas,4,"dènge rai dhèu Keni, dhèu Kenas, dhèu Kadmon,","yaitu tanah orang Keni, orang Kenas, orang Kadmon,"
dibelinya,4,"Lodꞌo èèna kahèi, Abraham tao dènge ka, madhutu sèmi lii paredha Ama Lamatua. Ka na suna. Na suna ana na, Ismael, dènge dhèu mone aaꞌi-aaꞌi dhu pea dènge ne. Lodꞌo èèna, umur Abraham 99 (ceo nguru ceo) tèu le, aa Ismael 13 (canguru tèlu) tèu.","Kemudian, Abraham mengambil Ismael, anaknya, dan semua yang lahir di rumahnya, dan semua yang dibelinya dengan uang, semua laki-laki di rumah Abraham, dan dia menyunat mereka pada hari itu juga, sesuai dengan yang difirmankan Allah kepadanya. Abraham berumur 99 tahun ketika dia disunat, dan Ismael, anak laki-lakinya, berumur 13 tahun ketika disunat. Abraham dan anak laki-lakinya disunat pada hari yang sama. Semua laki-laki yang berada di rumah Abraham, baik yang lahir di dalam rumahnya maupun yang dibelinya dari orang asing, disunat juga bersama-sama dengannya."
sapinya,4,"Ka rai laꞌe hari asa era sapi na, hèia kèpe ana sapi kabèbꞌu ciꞌu. Ka na pua dhèu sabꞌa na sa, pare.","Kemudian, Abraham berlari menuju kawanan sapinya dan mengambil seekor anak sapi yang empuk dan baik, lalu dia menyerahkannya kepada seorang muda, dan orang itu segera mengolahnya."
moab,4,Hèia ana bhèni uru èèna nara iisi ana mone ca dhèu. Ka na pangare na Moab (dhu sasoa na ‘mai nèti ama’). Ana neꞌe ka dhu jꞌajꞌi bèi-baki nèti dhèu Moab.,Anak yang sulung melahirkan seorang anak laki-laki dan menamainya Moab. Moab adalah nenek moyang semua orang Moab yang ada sekarang.
kawanannya,4,"Èle èèna ka, Abraham dènge Abimelek paꞌèki lii pajaji. Ka Abraham hia Abimelek sapi dènge kahibꞌi-kalèbho. Èle èèna ka, Abraham hagꞌe nare hari kahibꞌi-kalèbho èni pidhu ngiꞌu.","Abraham mengambil beberapa ekor domba dan sapi jantan, lalu memberikannya kepada Abimelekh. Lalu, kedua orang itu pun mengadakan perjanjian. Lalu, Abraham juga memisahkan tujuh ekor domba betina dari kawanannya."
paha,4,"Hèia dhèu ne, dedꞌe subha dènge Abraham, ka na peka, èèna na, nèngu tao madhutu dadꞌèi Abraham aaꞌi-aaꞌi.","Lalu, hamba itu meletakkan tangannya ke bawah pangkal paha Abraham, tuannya itu, dan bersumpah kepadanya mengenai hal ini."
gelang,4,"Onta se rinu toke bècu. Hèia dhèu ne nare kadheli sahènga, dènge kanau ca pasa. Mèdha se dhu tao nèti hualaa. Ka na pasa mi sahènga dènge pasaluu mi ai kariu dènge gꞌana ana bhèni ne.","Setelah unta-unta itu selesai minum, dia mengambil sepasang anting-anting emas seberat 0,5 syikal serta dua gelang emas seberat 10 syikal."
bergulat,4,"Te ngaa ana dhu Ribka kadꞌo ne, dhèu dua. Aa ana se paliku taruu ètu dꞌara kabake ina ra. Ka Ribka ngee ka ètu dꞌara na, “Nga tao ka ana dua se, sèmi neꞌe?” Hèia na pakarèi dènge LAMATUA.","Akan tetapi, anak-anak itu saling bergulat dalam rahim Ribka sehingga dia berkata, “Mengapa hal ini terjadi kepadaku?” Lalu, dia pergi untuk mencari TUHAN."
terbangun,4,"Ropa Yakob kèdꞌi nèti bhèjꞌi, na padhai lii, aku nèngu na, “Jaꞌa heka keꞌa kèna, LAMATUA dhu ètu era neꞌe kahèi.”","Kemudian, Yakub terbangun dari tidurnya dan dia berkata, “Sesungguhnya, TUHAN ada di tempat ini, tetapi aku tidak mengetahuinya!”"
pengganti,4,"Te ngaa Yakob jèke ne, aku nèngu na, “Èu ngee na, jaꞌa ne, Lamatua, ho bisa hia èu ana!?”","Lalu, kemarahan Yakub menyala terhadap Rahel sehingga dia berkata, “Apa aku ini pengganti Allah yang telah menghalangi benih dari kandunganmu?”"
dombamu,4,"Hèia Laban karèi ne, aku nèngu na, “De sèmi èèna na, jaꞌa bꞌae èu tasamia?” Ka Yakob dhaa, peka na, “Toꞌo ku, hia ia ka jaꞌa ngaa-ngaa. Te ngaa badha-manu toꞌo ku, jaꞌa ladhe-leru taruu, sadꞌi mu tao ku jꞌara èci.","Laban bertanya, “Apa yang harus kuberikan kepadamu?” Jawab Yakub, “Engkau tidak perlu memberikan apa-apa kepadaku. Aku akan kembali menggembalakan dan menjaga kawanan kambing dombamu, jika engkau mau melakukan hal ini kepadaku:"
gilead,4,"Na bau nèti aaꞌi mèdha-panyau na, ka ra kako pamèri-mèri, lasi re loko Efrat, asa ledhe Gilead.","Jadi, dia melarikan diri dengan segala yang dimilikinya. Dia berangkat, dan menyeberangi sungai, dan mengarahkan pandangannya ke arah pegunungan Gilead."
dilahirkannya,4,"Ca lodꞌo, Dina, ana bhèni Yakob dènge Lea, laꞌe pangadꞌo dènge bhèni anga-aangalai na ètu rae èèna.","Pada suatu hari, Dina, anak perempuan Lea, yang dilahirkannya bagi Yakub, pergi untuk mengunjungi anak-anak perempuan di negeri itu."
lotan,4,"Ètu era èèna, abhu dhèu Hori èci, ngara na Seir. Ana-ana na pahagꞌa palème rai, ka jꞌajꞌi suku ae-ae. Èci-èci ka dènge kapala suku na. Èle èèna ka, ana-ana na se jꞌajꞌi kapala suku nèti suku Lotan, suku Sobal, suku Sibeon, suku Anah, suku Dison, suku Eser, dènge suku Disan.","Inilah keturunan Seir, orang Hori, yang tinggal di negeri itu: Lotan, Syobal, Zibeon, Ana, Disyon, Ezer, dan Disyan. Itulah kepala kaum Hori, keturunan Seir di tanah Edom."
disyon,4,"Ètu era èèna, abhu dhèu Hori èci, ngara na Seir. Ana-ana na pahagꞌa palème rai, ka jꞌajꞌi suku ae-ae. Èci-èci ka dènge kapala suku na. Èle èèna ka, ana-ana na se jꞌajꞌi kapala suku nèti suku Lotan, suku Sobal, suku Sibeon, suku Anah, suku Dison, suku Eser, dènge suku Disan.","Inilah keturunan Seir, orang Hori, yang tinggal di negeri itu: Lotan, Syobal, Zibeon, Ana, Disyon, Ezer, dan Disyan. Itulah kepala kaum Hori, keturunan Seir di tanah Edom."
membencinya,4,"Ropa aꞌa na si ladhe-ladhe laꞌa na ama na sue risi Yusuf, hèia ra mulai tèka dꞌara dènge ne, roꞌo boe padhai lii dènge ne.","Ketika saudara-saudaranya melihat bahwa ayah mereka mengasihi dia lebih daripada semua saudaranya, mereka pun membencinya dan tidak mau berbicara dengan baik kepadanya."
potifar,4,"Lodꞌo-lodꞌo dhu Yakob ètu dꞌara susa era, dhèu dꞌaga sèra dꞌai le Masir. Dꞌai nèi, ka lasi pahie eele Yusuf dènge dhèu kapai èci ètu nèi, ngara na Potifar. Dhèu neꞌe komedhaa jꞌaga nèti dhèu aae Masir.","Sementara itu, di Mesir, para pedagang Midian menjualnya kepada Potifar, pegawai Firaun, kepala para pengawal."
mimpiku,4,"Hèia dhèu dhu lalau dhua èi hia dhèu aae èèna, lolo uuru peka na, “Ètu dꞌara nii, jaꞌa ladhe kèdhi ajꞌu anggor ca kapua.","Lalu, kepala juru minuman menceritakan mimpinya kepada Yusuf dan berkata kepadanya, “Dalam mimpiku, tampak sebatang pohon anggur di depanku,"
tambun,4,"Kabèdhi laa, nèngu nèdhi sapi pidhu ngiꞌu dhu kabèbꞌu bia. Kaꞌuri ra kaleꞌe. Ra kalua nèti dꞌara loko, ka raꞌa jꞌuꞌu ètu sebhe loko èèna.","Lihatlah, dari sungai muncul tujuh ekor sapi betina yang kelihatan bagus dan tambun badannya. Mereka merumput di rumput rawa."
samudra,3,"Lodꞌo rai-haha jꞌajꞌi mèka, aaꞌi-aaꞌi dhae mèci mèka. Dhu abhu, èi. Aa maroga aatu-aatu saguru nare ne. Ka Roh Lamatua lela ètu dedha èi èèna.","Bumi tidak berbentuk dan kosong, kegelapan menutupi permukaan samudra, dan Roh Allah melayang-layang di atas permukaan air."
hidungnya,3,"Èle èèna ka, Ama LAMATUA nare rai ciki, ka Na pajꞌajꞌi dhèu rai-haha. Hèia Na tiu aꞌae Na asa dꞌara sahènga dhèu na, ka na mamuri dènge ka.","Kemudian, TUHAN Allah membentuk manusia dari debu tanah dan mengembuskan napas kehidupan ke dalam lubang hidungnya sehingga manusia itu menjadi makhluk yang hidup."
